case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-04_11-27-27,19.50404118644068,19.510921016949155,8,1
2024-10-04_11-28-32,35.09076169491526,35.09628118644068,16,2
2024-10-04_11-29-37,67.34674711864406,67.37395677966101,32,4
2024-10-04_11-30-42,100.19269050847457,100.2421113559322,64,8
2024-10-04_11-31-47,145.13800542372883,145.2149125423729,96,12
2024-10-04_11-32-52,185.5637766101695,185.67042525423727,128,16
2024-10-04_11-33-57,196.03689340677965,196.11290157627118,192,24
2024-10-04_11-35-02,196.03387301694917,196.15616020338982,256,32
