case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-04_18-28-21,3.821273368421053,3.820779315789474,8,1
2024-10-04_18-28-46,23.87819315,23.3364742,96,12
2024-10-04_18-29-12,25.114891625000002,24.82155788,192,24
2024-10-04_18-29-38,36.447702745,35.91293084,256,32
