case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-06_06-33-15,19.482355000000002,19.482758333333333,8,1
2024-10-06_06-33-38,114.43719416666666,114.43932833333334,64,8
2024-10-06_06-34-01,193.6975324166667,193.73117133333335,128,16
2024-10-06_06-34-24,196.08542133333333,196.0767525,192,24
2024-10-06_06-34-47,196.08227975,196.10415433333333,256,32
