case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-03_10-48-43,4.964458431372549,4.964465294117647,1,1
2024-10-03_10-49-47,9.928021764705882,9.92785431372549,2,1
2024-10-03_10-50-51,16.943734901960784,16.943753529411765,4,1
2024-10-03_10-52-00,18.073483529411764,18.073496470588235,8,1
2024-10-03_10-53-10,17.705763725490197,17.71830156862745,12,1
2024-10-03_10-54-14,17.37886411764706,17.378697647058825,16,1
2024-10-03_10-55-18,16.876949333333332,16.877116549019608,20,1
2024-10-03_10-56-23,15.231596352941176,15.231703803921569,24,1
