case_timestamp,bucket,connections_number,thread_number,client_throughput_gbit_per_second,server_throughput_gbit_per_second,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second
2024-10-04_18-40-08,1,8,1,0.5289961,0.4773735,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,2,8,1,0.4816814,0.48923510000000003,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,3,8,1,0.3883019,0.4009825,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,4,8,1,0.4409745,0.4339607,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,5,8,1,0.4145643,0.4006645,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,6,8,1,0.4794682,0.4816874,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,7,8,1,0.49852169999999996,0.5003869,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,8,8,1,0.4274537,0.4296989,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,9,8,1,0.4006871,0.39232670000000003,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,10,8,1,0.37022350000000004,0.3829735,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,11,8,1,0.4013919,0.39267969999999996,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,12,8,1,0.4370647,0.435107,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,13,8,1,0.4759552,0.4765586,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,14,8,1,0.4255983,0.4338297,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,15,8,1,0.4742775,0.4745144,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,16,8,1,0.4281513,0.4252824,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,17,8,1,0.4443336,0.4459362,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,18,8,1,0.417221,0.4179999,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-08,19,8,1,0.5622375,0.561637,0.44721596842105266,0.44488603157894735
2024-10-04_18-40-34,1,96,12,4.4591009,3.8013935,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,2,96,12,3.8498016,3.8542947,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,3,96,12,3.6863136,3.6924761,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,4,96,12,3.8675053,3.8467534,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,5,96,12,3.7165021,3.7354502,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,6,96,12,3.7499274000000002,3.7507315,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,7,96,12,3.7645227,3.7314604,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,8,96,12,3.853901,3.863933,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,9,96,12,3.6598834,3.644263,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,10,96,12,3.5674788,3.5964427,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,11,96,12,3.6931854,3.6449390999999998,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,12,96,12,3.7685427,3.8106434,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,13,96,12,3.7342419000000002,3.7564967,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,14,96,12,3.7464829,3.7349448,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,15,96,12,3.6810215,3.7122085,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,16,96,12,3.7146626,3.6756698,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,17,96,12,3.8797458,3.8579236,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,18,96,12,3.7046108,3.7414158,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-34,19,96,12,3.7977361,3.766204,3.7839561315789467,3.7482970631578953
2024-10-04_18-40-59,1,192,24,7.3897898,5.9652095,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,2,192,24,6.3631765,6.3712616,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,3,192,24,6.3996762,6.4192236,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,4,192,24,6.1499987,6.1539906,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,5,192,24,6.3614872,6.3483418,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,6,192,24,6.2571813,6.2254696,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,7,192,24,6.1073258,6.1266357,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,8,192,24,6.1668899,6.1353367,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,9,192,24,6.1128894,6.1433584,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,10,192,24,6.1005577,6.0768155,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,11,192,24,6.0268295,6.0613352,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,12,192,24,6.1160924,6.171064,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,13,192,24,6.1248113,6.0885668,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,14,192,24,6.053073,6.0125019,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,15,192,24,6.0386883,6.0427508,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,16,192,24,6.1335025,6.0773456,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,17,192,24,5.9394948,6.022459,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,18,192,24,6.2330389,6.1982468,6.219247157894737,6.1428584736842105
2024-10-04_18-40-59,19,192,24,6.0911928,6.0743979,6.219247157894737,6.1428584736842105
2024-10-04_18-41-24,1,256,32,9.98621875,8.0693091,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,2,256,32,8.4727283,8.4652809,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,3,256,32,8.1720691,8.16650675,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,4,256,32,8.32012787,8.3841941,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,5,256,32,8.17652851,8.13144677,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,6,256,32,8.130333,8.11060122,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,7,256,32,7.87109643,7.9019753999999995,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,8,256,32,7.9833359,7.99374918,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,9,256,32,7.9579925,7.87138814,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,10,256,32,7.73745027,7.8218698,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,11,256,32,7.92169857,7.87299276,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,12,256,32,8.09492798,8.08821113,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,13,256,32,8.0796418,8.02576906,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,14,256,32,7.8231167,7.90599,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,15,256,32,7.96087957,7.91241252,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,16,256,32,7.85814962,7.91170558,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,17,256,32,8.00419482,7.9509128,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,18,256,32,7.96082125,8.0077742,8.129096670526316,8.027696725263157
2024-10-04_18-41-24,19,256,32,7.9415258,7.93414837,8.129096670526316,8.027696725263157
