case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-04_11-18-47,9.53308406779661,9.53408406779661,1,1
2024-10-04_11-19-52,19.06587423728814,19.067214745762712,2,1
2024-10-04_11-20-57,20.332325254237286,20.336686949152543,4,1
2024-10-04_11-22-02,19.853281355932204,19.852815084745764,8,1
2024-10-04_11-23-07,19.036211016949153,19.03578220338983,12,1
2024-10-04_11-24-12,18.00133322033898,18.000410847457626,16,1
2024-10-04_11-25-17,16.21020718644068,16.209278779661016,20,1
2024-10-04_11-26-22,15.563500576271187,15.562359440677966,24,1
