Timestamp,Average_Client_Throughput_Gbps,Average_Server_Throughput_Gbps,Combined_Average_Throughput_Gbps,ALLOC_PIN,ENABLE_NAGLE,INCREASE_SOCKET_BUFFERS,PIN_THREADS,THREAD_COUNT,CONNECTIONS_PER_THREAD
2024-10-04_11-39-59,10.382492881355931,10.383599152542374,10.383046016949152,0,0,0,1,1,8
2024-10-04_11-44-19,8.903230850000002,9.056472583333335,8.97985171666667,0,0,0,1,1,24
2024-10-04_11-38-54,10.87496152542373,10.876089830508475,10.875525677966102,0,0,0,1,1,4
2024-10-04_11-36-44,9.381294499999997,9.461250666666668,9.421272583333334,0,0,0,1,1,1
2024-10-04_11-42-09,9.028430084745763,9.030240559322035,9.029335322033898,0,0,0,1,1,16
2024-10-04_11-41-04,9.070346745762711,9.071905254237286,9.071126,0,0,0,1,1,12
2024-10-04_11-37-49,11.746386833333332,11.944618666666667,11.84550275,0,0,0,1,1,2
2024-10-04_11-43-14,8.980178254237288,8.982394576271187,8.981286415254237,0,0,0,1,1,20
