case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-04_18-38-27,0.5113434789473684,0.5092681263157894,8,1
2024-10-04_18-38-52,3.940052757894737,3.9063805736842103,96,12
2024-10-04_18-39-18,6.28233845,6.191039155,192,24
2024-10-04_18-39-43,8.452329436842106,8.346603252631578,256,32
