case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-06_10-46-33,13.293751666666667,13.293553333333334,4,1
2024-10-06_10-46-56,99.81177583333333,99.80995416666667,32,8
2024-10-06_10-47-19,187.39876916666665,187.40363666666667,64,16
2024-10-06_10-47-42,196.23238475000002,196.24077575,96,24
2024-10-06_10-48-05,196.26282783333332,196.26105625,128,32
