case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-04_18-31-43,0.47696821578947374,0.47482010526315793,8,1
2024-10-04_18-32-08,4.097197605263158,4.062800057894736,96,12
2024-10-04_18-32-34,6.90263089,6.7434038450000005,192,24
2024-10-04_18-32-59,8.168262578947369,8.054273068421052,256,32
