case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-03_10-38-11,13.748050196078433,13.748059803921569,8,1
2024-10-03_10-39-14,25.92888392156863,25.926697647058827,16,2
2024-10-03_10-40-17,54.9365731372549,54.93430450980392,32,4
2024-10-03_10-41-20,98.41834666666666,98.41191980392158,64,8
2024-10-03_10-42-26,139.6228102156863,139.6200955882353,96,12
2024-10-03_10-43-30,176.4558709019608,176.44203660784314,128,16
2024-10-03_10-44-33,196.19899878431374,196.2030758627451,192,24
2024-10-03_10-45-37,196.22896760784312,196.23421145098038,256,32
