case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-06_04-58-30,19.858239166666667,19.859060833333334,4,1
2024-10-06_04-58-53,119.4806775,119.48811416666666,32,8
2024-10-06_04-59-16,184.7148185,184.73305083333332,64,16
2024-10-06_04-59-39,195.7836565,195.783373,96,24
2024-10-06_05-00-02,196.11478083333336,196.11187983333332,128,32
