case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-04_18-26-40,0.45971282631578947,0.45713502631578945,8,1
2024-10-04_18-27-06,3.820546052631579,3.7883143315789476,96,12
2024-10-04_18-27-31,6.244908352631579,6.180266331578947,192,24
2024-10-04_18-27-56,8.079381255,7.97617826,256,32
