case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-04_18-16-36,17.674586842105263,17.673423157894735,8,1
2024-10-04_18-17-01,162.69819210526316,162.73866105263158,96,12
2024-10-04_18-17-26,195.85005021052632,195.92293257894735,192,24
2024-10-04_18-17-51,195.99106605263157,196.23662663157896,256,32
