case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-04_16-42-19,6.9984213793103445,6.999093103448276,1,1
2024-10-04_16-42-54,13.736280689655173,13.737545862068965,2,1
2024-10-04_16-43-29,19.83952172413793,19.839890344827584,4,1
2024-10-04_16-44-04,16.271512413793104,16.270501724137933,8,1
2024-10-04_16-44-39,17.433750344827587,17.43413275862069,12,1
2024-10-04_16-45-14,16.916633448275864,16.91753551724138,16,1
2024-10-04_16-45-49,16.59228779310345,16.59581155172414,20,1
2024-10-04_16-46-24,16.406775103448275,16.40777972413793,24,1
