case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-04_18-21-37,18.684983684210525,18.68412684210526,8,1
2024-10-04_18-22-02,48.715397949999996,47.552336000000004,96,12
2024-10-04_18-22-28,23.38551158,22.47851155,192,24
2024-10-04_18-22-54,28.628997844999997,27.603345739999998,256,32
