case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-06_06-35-10,19.155553333333334,19.15556,4,1
2024-10-06_06-35-33,119.50643583333333,119.50939333333334,32,8
2024-10-06_06-35-56,180.62881633333333,180.6386515833333,64,16
2024-10-06_06-36-19,196.0859835,196.09723216666666,96,24
2024-10-06_06-36-42,196.14247283333336,196.14977033333332,128,32
