case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-06_06-31-20,9.5334,9.533319166666667,1,1
2024-10-06_06-31-43,16.988381666666665,16.988387499999998,4,1
2024-10-06_06-32-06,19.687953333333333,19.687875833333333,8,1
2024-10-06_06-32-29,18.719904166666666,18.7208,12,1
2024-10-06_06-32-52,17.9464525,17.946379166666667,16,1
