case_timestamp,bucket,connections_number,thread_number,client_throughput_gbit_per_second,server_throughput_gbit_per_second,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second
2024-10-05_09-37-53,5,1,1,4.96462,4.9646,4.96455909090909,4.964613636363636
2024-10-05_09-37-53,6,1,1,4.96446,4.97224,4.96455909090909,4.964613636363636
2024-10-05_09-37-53,7,1,1,4.96422,4.95686,4.96455909090909,4.964613636363636
2024-10-05_09-37-53,8,1,1,4.96477,4.9645,4.96455909090909,4.964613636363636
2024-10-05_09-37-53,9,1,1,4.96435,4.96459,4.96455909090909,4.964613636363636
2024-10-05_09-37-53,10,1,1,4.96512,4.96449,4.96455909090909,4.964613636363636
2024-10-05_09-37-53,11,1,1,4.96383,4.96495,4.96455909090909,4.964613636363636
2024-10-05_09-37-53,12,1,1,4.96529,4.96451,4.96455909090909,4.964613636363636
2024-10-05_09-37-53,13,1,1,4.96435,4.96506,4.96455909090909,4.964613636363636
2024-10-05_09-37-53,14,1,1,4.9642,4.9645,4.96455909090909,4.964613636363636
2024-10-05_09-37-53,15,1,1,4.96494,4.96445,4.96455909090909,4.964613636363636
