case_timestamp,average_client_throughput_gbit_per_second,average_server_throughput_gbit_per_second,connections_number,thread_number
2024-10-04_16-51-39,19.57291379310345,19.573778620689655,4,1
2024-10-04_16-52-14,37.99740034482759,37.99914068965517,8,2
2024-10-04_16-52-49,71.35155862068966,71.34850965517242,16,4
2024-10-04_16-53-24,124.16939931034483,124.14374034482759,32,8
2024-10-04_16-53-59,164.7257720689655,164.66349896551725,48,12
2024-10-04_16-54-34,169.40367413793103,169.46905137931034,64,16
2024-10-04_16-55-09,193.7672517241379,193.72591965517242,96,24
2024-10-04_16-55-44,195.66051103448274,195.7630028275862,128,32
